unique_code,density,density_band,expected_gmv_c,median_household_income,median_income_band,menu_type_c,cuisines_regional,cuisines_continental,population,population_band,region,school_zone,state_code,tenure_in_complete_months,zip_code
R87687,4963,"501 - 5,000",,"$85,946","$60,000 - $100,000",Japanese,,,43671,"20,201 - 50,000",Northeast,B+,NY,0,10465
R83936,918,"501 - 5,000",,"$85,985","$60,000 - $100,000",Chinese-Unknown,,,65937,"50,001+",Southeast,A,GA,18,30047
R85026,1121,"501 - 5,000",,"$86,016","$60,000 - $100,000",Chinese-Unknown;Japanese,,,45864,"20,201 - 50,000",Southeast,B+,FL,26,34761
R87008,2570,"501 - 5,000",,"$86,134","$60,000 - $100,000",Chinese-Unknown;Other,,,38423,"20,201 - 50,000",Northeast,B+,MD,0,20877
R85228,78,1 - 100,,"$86,162","$60,000 - $100,000",Chinese-Unknown,,,23266,"20,201 - 50,000",Southeast,A-,NC,19,28443
R87938,1292,"501 - 5,000",39000,"$86,250","$60,000 - $100,000",Chinese-Unknown,,,7070,"5,001 - 20,000",Northeast,A-,PA,6,19095
R87317,521,"501 - 5,000",,"$86,306","$60,000 - $100,000",Chinese-Unknown,,,27840,"20,201 - 50,000",Southeast,A-,FL,6,32819
R85891,587,"501 - 5,000",,"$86,320","$60,000 - $100,000",Chinese-Unknown,,,40766,"20,201 - 50,000",West,C+,CO,6,80601
R86273,6211,"5,001 - 20,000",,"$86,631","$60,000 - $100,000",Japanese,,,21395,"20,201 - 50,000",West,B,CA,13,91101
R86257,2121,"501 - 5,000",,"$86,695","$60,000 - $100,000",Chinese-Unknown,,,24010,"20,201 - 50,000",Northeast,C,NY,0,10566
R87313,3601,"501 - 5,000",,"$87,120","$60,000 - $100,000",Cajun,,,41865,"20,201 - 50,000",West,B-,CA,0,94578
R86031,1090,"501 - 5,000",,"$87,190","$60,000 - $100,000",Chinese-Unknown,,,59111,"50,001+",Midwest,A,OH,3,43230
R85727,3398,"501 - 5,000",,"$87,339","$60,000 - $100,000",Chinese-Unknown;Japanese,,,50900,"50,001+",West,B,CA,,90046
R85335,1944,"501 - 5,000",,"$87,378","$60,000 - $100,000",Chinese-Unknown,,,37480,"20,201 - 50,000",West,C,NV,1,89081
R85989,616,"501 - 5,000",,"$87,451","$60,000 - $100,000",Chinese-Unknown,,,22582,"20,201 - 50,000",Midwest,A,MO,11,63043
R85331,34,1 - 100,,"$87,500","$60,000 - $100,000",Chinese-Unknown,,,9774,"5,001 - 20,000",Southeast,B+,VA,20,22942
R87651,2637,"501 - 5,000",,"$87,552","$60,000 - $100,000",Chinese-Unknown;Japanese,,,20641,"20,201 - 50,000",Southeast,C,DC,9,20018
R85883,66,1 - 100,,"$87,587","$60,000 - $100,000",Wings;Cajun,,,38139,"20,201 - 50,000",Southeast,A-,MS,8,39042
R86867,240,101 - 500,,"$87,663","$60,000 - $100,000",Chinese-Unknown,,,15080,"5,001 - 20,000",Northeast,A,NY,0,13031
R87287,9330,"5,001 - 20,000",,"$87,685","$60,000 - $100,000",Chinese-Unknown,,,19167,"5,001 - 20,000",Northeast,B+,NY,2,11436
R87287,9330,"5,001 - 20,000",,"$87,685","$60,000 - $100,000",Chinese-Unknown,,,19167,"5,001 - 20,000",Northeast,B+,NY,2,11436
R83875,79,1 - 100,,"$87,705","$60,000 - $100,000",Chinese-Unknown,,,14760,"5,001 - 20,000",Southeast,B+,WV,5,26330
R87261,2871,"501 - 5,000",,"$84,735","$60,000 - $100,000",Wings,,,8356,"5,001 - 20,000",Midwest,C,IN,0,46204
R85613,19573,"5,001 - 20,000",,"$87,759","$60,000 - $100,000",Chinese-Unknown,,,72413,"50,001+",Northeast,B+,NY,0,11218
R87665,145,101 - 500,,"$88,251","$60,000 - $100,000",Chinese-Unknown,,,25625,"20,201 - 50,000",Southeast,A,VA,8,24551
R85067,2060,"501 - 5,000",,"$88,261","$60,000 - $100,000",Chinese-Unknown,,,37644,"20,201 - 50,000",Northeast,D+,PA,12,19128
R87721,1609,"501 - 5,000",8400,"$88,508","$60,000 - $100,000",Chinese-Unknown,,,58422,"50,001+",West,C+,CA,5,93030
R85919,722,"501 - 5,000",,"$88,767","$60,000 - $100,000",Chinese-Unknown,,,32627,"20,201 - 50,000",Southeast,B,VA,0,23235
R87001,2361,"501 - 5,000",,"$88,878","$60,000 - $100,000",Chinese-Unknown;Japanese,,,15586,"5,001 - 20,000",Southeast,A-,FL,7,33602
R87371,1193,"501 - 5,000",,"$89,057","$60,000 - $100,000",Chinese-Unknown,,,23336,"20,201 - 50,000",West,A+,CO,0,80113
R85756,1305,"501 - 5,000",,"$89,177","$60,000 - $100,000",Chinese-Unknown,,,36512,"20,201 - 50,000",West,B+,NV,1,89012
R89199,472,101 - 500,,"$89,295","$60,000 - $100,000",Chinese-Unknown,,,1749,"1 - 5,000",Northeast,A-,MD,1,20688
R87526,345,101 - 500,,"$89,367","$60,000 - $100,000",Chinese-Unknown,,,37232,"20,201 - 50,000",Northeast,A,PA,0,17055
R83201,7070,"5,001 - 20,000",,"$89,500","$60,000 - $100,000",Chinese-Unknown;Thai,,,37991,"20,201 - 50,000",Northeast,B+,NY,19,11379
R87516,200,101 - 500,,"$89,655","$60,000 - $100,000",Japanese,,,41461,"20,201 - 50,000",Midwest,A,IN,0,46060
R85932,1105,"501 - 5,000",,"$89,702","$60,000 - $100,000",Wings,,,35266,"20,201 - 50,000",Northeast,B-,MD,0,21208
R88526,1105,"501 - 5,000",,"$89,702","$60,000 - $100,000",Chinese-Unknown,,,35266,"20,201 - 50,000",Northeast,B-,MD,33,21208
R86759,346,101 - 500,,"$90,019","$60,000 - $100,000",Chinese-Unknown;Wings,,,26126,"20,201 - 50,000",Southeast,C,GA,0,31322
R85657,84,1 - 100,,"$90,197","$60,000 - $100,000",Chinese-Unknown;Japanese,,,35495,"20,201 - 50,000",Southeast,B,VA,10,22701
R85033,194,101 - 500,,"$90,325","$60,000 - $100,000",Chinese-Unknown,,,48581,"20,201 - 50,000",Southeast,B+,NC,14,27526
R86522,1507,"501 - 5,000",,"$90,363","$60,000 - $100,000",Chinese-Unknown,,,26293,"20,201 - 50,000",Midwest,C-,OH,0,43214
R86238,29,1 - 100,,"$90,464","$60,000 - $100,000",Chinese-Unknown,,,9299,"5,001 - 20,000",West,B+,CO,0,81632
R89283,1772,"501 - 5,000",60000,"$90,690","$60,000 - $100,000",Chinese-Unknown,,,70692,"50,001+",Southwest,A,TX,0,77095
R87773,1625,"501 - 5,000",10400,"$90,770","$60,000 - $100,000",Vietnamese,,,40723,"20,201 - 50,000",West,B+,WA,5,98036
R86172,823,"501 - 5,000",,"$90,833","$60,000 - $100,000",Chinese-Unknown,,,24571,"20,201 - 50,000",Southeast,B+,FL,0,32223
R85165,90,1 - 100,,"$90,876","$60,000 - $100,000",Japanese,,,25530,"20,201 - 50,000",Southeast,B+,GA,,30549
R85286,1559,"501 - 5,000",,"$90,926","$60,000 - $100,000",Chinese-Unknown;Thai,,,55275,"50,001+",Northeast,A-,MD,25,20904
R87292,1559,"501 - 5,000",,"$90,926","$60,000 - $100,000",Chinese-Unknown,,,55275,"50,001+",Northeast,A-,MD,8,20904
R86536,261,101 - 500,,"$91,003","$60,000 - $100,000",Japanese,,,28334,"20,201 - 50,000",Southeast,B+,NC,0,27012
R86885,1039,"501 - 5,000",,"$91,135","$60,000 - $100,000",Cajun,,,33670,"20,201 - 50,000",Southeast,C,GA,0,30316
R86365,934,"501 - 5,000",,"$91,300","$60,000 - $100,000",Chinese-Unknown,,,46009,"20,201 - 50,000",Midwest,A,MN,,55112
R86117,4874,"501 - 5,000",,"$91,379","$60,000 - $100,000",Chinese-Unknown,,,93534,"50,001+",Northeast,B+,NY,17,11234
R85236,434,101 - 500,,"$91,572","$60,000 - $100,000",Chinese-Unknown,,,46933,"20,201 - 50,000",Southwest,A,TX,0,79424
R85697,1790,"501 - 5,000",,"$91,855","$60,000 - $100,000",Chinese-Unknown;Japanese,,,39707,"20,201 - 50,000",Northeast,B,MD,20,21236
R85518,460,101 - 500,,"$91,955","$60,000 - $100,000",Chinese-Unknown,,,20845,"20,201 - 50,000",Midwest,A,OH,7,44087
R85176,830,"501 - 5,000",,"$91,976","$60,000 - $100,000",Chinese-Unknown,,,23905,"20,201 - 50,000",Midwest,A,MO,0,64155
R85361,481,101 - 500,,"$92,005","$60,000 - $100,000",Thai,,,42874,"20,201 - 50,000",West,A-,WA,6,98501
R85065,461,101 - 500,,"$100,020","$100,001 - $150,000",Chinese-Unknown,,,36616,"20,201 - 50,000",Midwest,A,IN,12,46123
R89208,1256,"501 - 5,000",54600,"$92,399","$60,000 - $100,000",Chinese-Unknown,,,97671,"50,001+",West,B-,CA,0,94565
R86911,582,"501 - 5,000",,"$92,593","$60,000 - $100,000",Chinese-Unknown,,,14092,"5,001 - 20,000",Northeast,A,PA,,18964
R87002,204,101 - 500,,"$92,648","$60,000 - $100,000",Chinese-Unknown,,,35203,"20,201 - 50,000",Northeast,B+,PA,11,18951
R85808,23867,"20,001+",,"$92,684","$60,000 - $100,000",Chinese-Unknown;Other,,,57786,"50,001+",Northeast,B+,NY,15,11216
R85177,1380,"501 - 5,000",,"$92,734","$60,000 - $100,000",Chinese-Unknown;Japanese,,,21545,"20,201 - 50,000",Northeast,A-,MD,,21204
R87158,654,"501 - 5,000",,"$92,753","$60,000 - $100,000",Chinese-Unknown,,,39586,"20,201 - 50,000",Southeast,B-,GA,9,30087
R85568,175,101 - 500,,"$92,895","$60,000 - $100,000",Chinese-Unknown,,,56596,"50,001+",Midwest,A-,OH,22,43015
R86802,929,"501 - 5,000",,"$92,946","$60,000 - $100,000",Japanese,,,21985,"20,201 - 50,000",Midwest,B+,MN,2,55076
R85587,609,"501 - 5,000",,"$93,194","$60,000 - $100,000",Chinese-Unknown,,,52552,"50,001+",Northeast,A,PA,2,17601
R86973,1052,"501 - 5,000",,"$107,469","$100,001 - $150,000",Chinese-Unknown,,,28705,"20,201 - 50,000",Midwest,B,IN,1,46236
R86651,1052,"501 - 5,000",,"$107,469","$100,001 - $150,000",Chinese-Unknown,,,28705,"20,201 - 50,000",Midwest,B,IN,16,46236
R87692,1052,"501 - 5,000",25200,"$107,469","$100,001 - $150,000",Chinese-Unknown,,,28705,"20,201 - 50,000",Midwest,B,IN,3,46236
R86692,8978,"5,001 - 20,000",,"$93,588","$60,000 - $100,000",Chinese-Unknown,,,39282,"20,201 - 50,000",Northeast,C-,PA,14,19146
R83901,1277,"501 - 5,000",,"$93,703","$60,000 - $100,000",Chinese-Unknown;Japanese,,,51293,"50,001+",Southwest,A,TX,0,77498
R83868,306,101 - 500,,"$93,729","$60,000 - $100,000",Chinese-Unknown,,,15777,"5,001 - 20,000",Northeast,A,NY,6,13413
R86685,197,101 - 500,,"$93,800","$60,000 - $100,000",Chinese-Unknown,,,54709,"50,001+",Southeast,A-,GA,0,30114
R86801,782,"501 - 5,000",,"$93,886","$60,000 - $100,000",Chinese-Unknown,,,6315,"5,001 - 20,000",Northeast,A-,PA,13,17361
R86966,2781,"501 - 5,000",,"$94,014","$60,000 - $100,000",Japanese;Other,,,33431,"20,201 - 50,000",Northeast,C,MD,4,21212
R86198,202,101 - 500,,"$94,079","$60,000 - $100,000",Chinese-Unknown,,,18335,"5,001 - 20,000",Midwest,A,WI,3,53012
R87378,179,101 - 500,23400,"$94,354","$60,000 - $100,000",Chinese-Unknown,,,43036,"20,201 - 50,000",Southeast,A,NC,0,27516
R86229,2965,"501 - 5,000",,"$94,460","$60,000 - $100,000",Chinese-Unknown,,,35054,"20,201 - 50,000",West,B,CO,14,80205
R87018,942,"501 - 5,000",,"$94,658","$60,000 - $100,000",Chinese-Unknown,,,48363,"20,201 - 50,000",Midwest,A,MO,8,63303
R85086,259,101 - 500,,"$154,324","$150,001 - $250,000",Chinese-Unknown,,,29296,"20,201 - 50,000",Midwest,A+,IN,8,46077
R89183,17219,"5,001 - 20,000",,"$94,824","$60,000 - $100,000",Chinese-Unknown,,,103123,"50,001+",Northeast,B+,NY,,11211
R89183,17219,"5,001 - 20,000",,"$94,824","$60,000 - $100,000",Chinese-Unknown,,,103123,"50,001+",Northeast,B+,NY,,11211
R85319,421,101 - 500,,"$95,322","$60,000 - $100,000",Japanese,,,27941,"20,201 - 50,000",Midwest,A-,OH,6,44685
R85098,994,"501 - 5,000",,"$95,595","$60,000 - $100,000",Chinese-Unknown,,,27946,"20,201 - 50,000",West,B+,WA,10,98311
R85098,994,"501 - 5,000",,"$95,595","$60,000 - $100,000",Chinese-Unknown,,,27946,"20,201 - 50,000",West,B+,WA,10,98311
R86587,59,1 - 100,,"$95,659","$60,000 - $100,000",Chinese-Unknown,,,6482,"5,001 - 20,000",Midwest,B-,KS,6,67133
R85659,758,"501 - 5,000",,"$95,711","$60,000 - $100,000",Chinese-Unknown,,,46592,"20,201 - 50,000",Northeast,B,PA,24,19403
R86773,248,101 - 500,,"$95,869","$60,000 - $100,000",Chinese-Unknown;Japanese,,,36395,"20,201 - 50,000",Southeast,A-,FL,7,32034
R86311,1273,"501 - 5,000",,"$96,454","$60,000 - $100,000",Chinese-Unknown,,,39613,"20,201 - 50,000",West,B-,NV,0,89149
R89169,319,101 - 500,63000,"$96,515","$60,000 - $100,000",Chinese-Unknown,,,26335,"20,201 - 50,000",Midwest,A+,WI,0,53562
R87072,704,"501 - 5,000",,"$96,672","$60,000 - $100,000",Japanese,,,59301,"50,001+",Northeast,B-,MD,13,21117
R85911,229,101 - 500,,"$96,678","$60,000 - $100,000",Japanese,,,39689,"20,201 - 50,000",Northeast,A,NY,0,12866
R87506,2690,"501 - 5,000",15600,"$96,703","$60,000 - $100,000",Chinese-Unknown,,,36483,"20,201 - 50,000",West,No Data,CO,2,80220
R87606,2113,"501 - 5,000",37500,"$96,755","$60,000 - $100,000",Chinese-Unknown,,,23354,"20,201 - 50,000",West,B,WA,0,98406
R87222,409,101 - 500,,"$96,944","$60,000 - $100,000",Chinese-Unknown,,,55096,"50,001+",West,B+,NV,7,89052
R85115,5524,"5,001 - 20,000",,"$97,327","$60,000 - $100,000",Chinese-Unknown;Wings;Sandwich,,,69710,"50,001+",Southeast,C,DC,0,20011
R87279,969,"501 - 5,000",,"$97,377","$60,000 - $100,000",Other,,,26293,"20,201 - 50,000",Northeast,A-,PA,1,19053
R86856,459,101 - 500,,"$97,415","$60,000 - $100,000",Chinese-Unknown,,,36100,"20,201 - 50,000",Midwest,A-,IL,2,60185
R86129,535,"501 - 5,000",,"$97,834","$60,000 - $100,000",Chinese-Unknown,,,70298,"50,001+",Southeast,B+,GA,,30127
R85721,8823,"5,001 - 20,000",,"$97,919","$60,000 - $100,000",Chinese-Unknown,,,47470,"20,201 - 50,000",Northeast,B+,NY,2,11420
R86577,2130,"501 - 5,000",,"$97,941","$60,000 - $100,000",Chinese-Unknown,,,25262,"20,201 - 50,000",Northeast,B-,NY,0,10710
R87895,3685,"501 - 5,000",,"$97,953","$60,000 - $100,000",Chinese-Unknown,,,32439,"20,201 - 50,000",West,A-,WA,0,98144
R85961,1974,"501 - 5,000",,"$98,289","$60,000 - $100,000",Japanese,,,25699,"20,201 - 50,000",Southeast,B,FL,1,33703
R87892,83,1 - 100,,"$98,346","$60,000 - $100,000",Japanese,,,30140,"20,201 - 50,000",Midwest,A-,MN,0,55033
R85318,490,101 - 500,,"$98,548","$60,000 - $100,000",Chinese-Unknown,,,35583,"20,201 - 50,000",Midwest,A,IL,0,60441
R87797,2044,"501 - 5,000",,"$98,570","$60,000 - $100,000",Vietnamese,,,30485,"20,201 - 50,000",West,B+,WA,0,98037
R85062,11,1 - 100,,"$98,599","$60,000 - $100,000",Chinese-Unknown,,,34061,"20,201 - 50,000",West,B,WY,3,82009
R83982,935,"501 - 5,000",,"$98,843","$60,000 - $100,000",Chinese-Unknown,,,22530,"20,201 - 50,000",Southeast,A,FL,5,33496
R85927,749,"501 - 5,000",,"$99,040","$60,000 - $100,000",Chinese-Unknown,,,13015,"5,001 - 20,000",Northeast,B+,NY,1,11951
R83857,129,101 - 500,,"$99,187","$60,000 - $100,000",Chinese-Unknown;Japanese,,,18252,"5,001 - 20,000",Southeast,B,WV,26,25414
R87656,1412,"501 - 5,000",,"$99,591","$60,000 - $100,000",Chinese-Unknown,,,50701,"50,001+",Southwest,A-,TX,0,77388
R87639,517,"501 - 5,000",,"$99,753","$60,000 - $100,000",Chinese-Unknown,,,34438,"20,201 - 50,000",Southeast,B-,LA,2,70817
R86699,1546,"501 - 5,000",,"$100,066","$100,001 - $150,000",Chinese-Unknown,,,60414,"50,001+",West,B+,CA,15,92057
R87552,2610,"501 - 5,000",,"$100,086","$100,001 - $150,000",Chinese-Unknown,,,29670,"20,201 - 50,000",West,B-,CA,0,91324
R86888,1131,"501 - 5,000",,"$100,185","$100,001 - $150,000",Japanese,,,30858,"20,201 - 50,000",West,A-,OR,0,97086
R87286,274,101 - 500,,"$100,225","$100,001 - $150,000",Chinese-Unknown,,,27186,"20,201 - 50,000",West,A,CA,0,95409
R85809,1317,"501 - 5,000",,"$100,324","$100,001 - $150,000",Chinese-Unknown;Wings;Cajun,,,26164,"20,201 - 50,000",Northeast,A-,MD,21,20879
R86555,374,101 - 500,,"$100,744","$100,001 - $150,000",Chinese-Unknown,,,38329,"20,201 - 50,000",Southeast,B,VA,8,23832
R86758,508,"501 - 5,000",,"$100,761","$100,001 - $150,000",,,,42540,"20,201 - 50,000",Northeast,A-,NY,1,12603
R85599,125,101 - 500,,"$100,792","$100,001 - $150,000",Chinese-Unknown;Japanese,,,42171,"20,201 - 50,000",Southeast,A,FL,13,32940
R86082,217,101 - 500,,"$101,176","$100,001 - $150,000",Chinese-Unknown,,,10745,"5,001 - 20,000",Northeast,B,PA,0,18073
R87099,942,"501 - 5,000",,"$101,291","$100,001 - $150,000",Chinese-Unknown,,,21610,"20,201 - 50,000",Southeast,A,FL,5,33431
R85061,2898,"501 - 5,000",,"$101,773","$100,001 - $150,000",Chinese-Unknown,,,33410,"20,201 - 50,000",West,A,CA,0,90504
R86683,1399,"501 - 5,000",,"$101,875","$100,001 - $150,000",Japanese,,,25797,"20,201 - 50,000",Southeast,B-,GA,0,30345
R86882,545,"501 - 5,000",,"$102,036","$100,001 - $150,000",Chinese-Unknown,,,37476,"20,201 - 50,000",Midwest,A+,IA,6,52722
R89083,1077,"501 - 5,000",23400,"$102,036","$100,001 - $150,000",Chinese-Unknown,,,45474,"20,201 - 50,000",Southwest,A,TX,3,76210
R86023,329,101 - 500,,"$102,204","$100,001 - $150,000",Chinese-Unknown,,,39019,"20,201 - 50,000",Northeast,A,PA,16,15317
R89103,4400,"501 - 5,000",,"$102,244","$100,001 - $150,000",Chinese-Unknown,,,21489,"20,201 - 50,000",West,B,CA,0,90048
R87839,735,"501 - 5,000",20250,"$102,530","$100,001 - $150,000",Chinese-Unknown;Japanese;Thai,,,48063,"20,201 - 50,000",Midwest,A,IL,0,60014
R85707,673,"501 - 5,000",,"$102,816","$100,001 - $150,000",Chinese-Unknown;Japanese,,,27663,"20,201 - 50,000",Northeast,C,MD,0,20705
R87619,673,"501 - 5,000",23400,"$102,816","$100,001 - $150,000",Chinese-Unknown,,,27663,"20,201 - 50,000",Northeast,C,MD,1,20705
R86287,401,101 - 500,,"$102,999","$100,001 - $150,000",Chinese-Unknown,,,58826,"50,001+",Southeast,B+,VA,12,22407
R86987,435,101 - 500,,"$103,028","$100,001 - $150,000",Chinese-Unknown;Thai,,,37473,"20,201 - 50,000",Northeast,A-,MD,1,21703
R86099,2810,"501 - 5,000",,"$103,039","$100,001 - $150,000",Chinese-Unknown,,,79747,"50,001+",West,B-,CA,12,94544
R85006,583,"501 - 5,000",,"$103,104","$100,001 - $150,000",Chinese-Unknown,,,40173,"20,201 - 50,000",Northeast,B,DE,23,19701
R89139,2534,"501 - 5,000",,"$103,436","$100,001 - $150,000",Japanese,,,89792,"50,001+",Northeast,B+,NY,0,10314
R89139,2534,"501 - 5,000",,"$103,436","$100,001 - $150,000",Japanese,,,89792,"50,001+",Northeast,B+,NY,0,10314
R87905,2534,"501 - 5,000",0,"$103,436","$100,001 - $150,000",Chinese-Unknown,,,89792,"50,001+",Northeast,B+,NY,0,10314
R85173,112,101 - 500,,"$103,440","$100,001 - $150,000",Chinese-Unknown,,,15696,"5,001 - 20,000",Midwest,B+,WI,27,53532
R81972,849,"501 - 5,000",,"$103,525","$100,001 - $150,000",Chinese-Unknown,,,61323,"50,001+",Southeast,A,FL,35,33414
R87179,2258,"501 - 5,000",,"$104,000","$100,001 - $150,000",Chinese-Unknown;Japanese,,,26706,"20,201 - 50,000",West,B+,CO,0,80207
R87712,837,"501 - 5,000",7800,"$104,323","$100,001 - $150,000",Chinese-Unknown,,,108525,"50,001+",Southwest,A+,TX,0,75034
R86616,1377,"501 - 5,000",,"$104,347","$100,001 - $150,000",Thai,,,30561,"20,201 - 50,000",Southwest,A,TX,16,78727
R87238,660,"501 - 5,000",,"$104,366","$100,001 - $150,000",Japanese,,,50886,"50,001+",Southeast,A+,SC,0,29464
R86707,80,1 - 100,,"$104,411","$100,001 - $150,000",Chinese-Unknown,,,26684,"20,201 - 50,000",Southeast,A-,GA,1,31324
R87976,712,"501 - 5,000",,"$104,442","$100,001 - $150,000",Japanese,,,34092,"20,201 - 50,000",West,A+,CO,1,80112
R86688,148,101 - 500,,"$104,600","$100,001 - $150,000",Chinese-Unknown,,,14597,"5,001 - 20,000",Midwest,A-,IL,12,62629
R87918,5319,"5,001 - 20,000",,"$104,615","$100,001 - $150,000",Chinese-Unknown,,,18579,"5,001 - 20,000",Southeast,B+,VA,2,22305
R85998,116,101 - 500,,"$104,647","$100,001 - $150,000",Chinese-Unknown,,,16357,"5,001 - 20,000",Midwest,A,WI,9,53575
R89003,795,"501 - 5,000",,"$105,243","$100,001 - $150,000",Chinese-Unknown;Vietnamese,,,12610,"5,001 - 20,000",Midwest,A+,IL,4,60173
R89003,795,"501 - 5,000",7200,"$105,243","$100,001 - $150,000",Other,,,12610,"5,001 - 20,000",Midwest,A+,IL,4,60173
R85089,565,"501 - 5,000",,"$105,263","$100,001 - $150,000",Japanese,,,32911,"20,201 - 50,000",Southeast,A,FL,5,34119
R89232,236,101 - 500,39000,"$105,300","$100,001 - $150,000",Chinese-Unknown;Thai,,,34177,"20,201 - 50,000",Northeast,B,MD,1,21136
R87897,1618,"501 - 5,000",36000,"$105,761","$100,001 - $150,000",Japanese,,,18367,"5,001 - 20,000",Southeast,A,FL,0,33609
R87399,165,101 - 500,,"$105,838","$100,001 - $150,000",Other,,,46175,"20,201 - 50,000",West,B,CA,4,93455
R89078,166,101 - 500,26000,"$106,113","$100,001 - $150,000",Chinese-Unknown,,,34036,"20,201 - 50,000",Southwest,A,TX,1,76227
R89118,1224,"501 - 5,000",18000,"$106,131","$100,001 - $150,000",Chinese-Unknown;Japanese,,,60000,"50,001+",Southwest,A,TX,0,77407
R85296,13527,"5,001 - 20,000",,"$106,277","$100,001 - $150,000",Chinese-Unknown,,,40548,"20,201 - 50,000",Midwest,C+,IL,21,60610
R86793,47388,"20,001+",,"$106,916","$100,001 - $150,000",Chinese-Unknown;Japanese;Other,,,92251,"50,001+",Northeast,B+,NY,0,10025
R87058,3038,"501 - 5,000",,"$106,930","$100,001 - $150,000",Chinese-Unknown,,,49181,"20,201 - 50,000",West,A-,WA,3,98118
R85081,701,"501 - 5,000",,"$106,952","$100,001 - $150,000",Chinese-Unknown,,,25105,"20,201 - 50,000",Northeast,A,PA,,19406
R87829,1528,"501 - 5,000",,"$107,055","$100,001 - $150,000",Chinese-Unknown,,,31918,"20,201 - 50,000",West,B+,CA,3,91941
R85765,278,101 - 500,,"$107,255","$100,001 - $150,000",Chinese-Unknown,,,22558,"20,201 - 50,000",West,B+,NV,0,89044
R86523,40,1 - 100,,"$107,265","$100,001 - $150,000",Chinese-Unknown,,,24647,"20,201 - 50,000",Southeast,B+,VA,0,23139
R86959,224,101 - 500,,"$107,666","$100,001 - $150,000",Chinese-Unknown,,,25337,"20,201 - 50,000",Southeast,No Data,NC,14,27527
R85052,313,101 - 500,,"$107,944","$100,001 - $150,000",Cajun,,,3011,"1 - 5,000",Midwest,A-,IL,11,62535
R87769,1108,"501 - 5,000",15600,"$108,211","$100,001 - $150,000",Chinese-Unknown;Japanese;Thai,,,61087,"50,001+",Northeast,A+,MD,1,20874
R85218,76,1 - 100,,"$108,393","$100,001 - $150,000",Chinese-Unknown,,,12924,"5,001 - 20,000",West,B+,CO,22,80513
R85921,1000,"501 - 5,000",,"$108,854","$100,001 - $150,000",Chinese-Unknown,,,57112,"50,001+",Midwest,A+,MO,0,63021
